TrialRows_Name,TrialRows_Proffession,Task,corrAns,StimFile,Name,Proffession,Letter1,Letter2,Letter3,Name_trials.thisRepN,Name_trials.thisTrialN,Name_trials.thisN,Name_trials.thisIndex,Encoding_Name.thisRepN,Encoding_Name.thisTrialN,Encoding_Name.thisN,Encoding_Name.thisIndex,ImmediateRecall_Name.thisRepN,ImmediateRecall_Name.thisTrialN,ImmediateRecall_Name.thisN,ImmediateRecall_Name.thisIndex,Proffession_trials.thisRepN,Proffession_trials.thisTrialN,Proffession_trials.thisN,Proffession_trials.thisIndex,Encoding_Proffession.thisRepN,Encoding_Proffession.thisTrialN,Encoding_Proffession.thisN,Encoding_Proffession.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Jitter,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,text_4.started,text_4.stopped,polygon_3.started,polygon_3.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,key_resp_ImmediateRecall.keys,key_resp_ImmediateRecall.rt,key_resp_ImmediateRecall.started,key_resp_ImmediateRecall.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9585032000031788,12.174528500007,None,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,3,Images_Faces/O48.jpg,Bertil,0,B.,P.,C.,0,0,0,2,0,0,0,5,,,,,,,,,,,,,,,,,6.0,2,2.0076280999928713,28.2062975000008,None,28.2062975000008,None,28.2062975000008,None,38.18397680000635,None,None,38.18397680000635,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,3,Images_Faces/O44.jpg,Viktor,0,V.,N.,E.,0,0,0,2,0,1,1,1,,,,,,,,,,,,,,,,,8.5,None,,38.70517970001674,None,38.70517970001674,None,38.70517970001674,None,51.20266489998903,None,None,51.20266489998903,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,2,Images_Faces/O43.jpg,David,0,D.,N.,F.,0,0,0,2,0,2,2,0,,,,,,,,,,,,,,,,,8.5,None,,51.70592549999128,None,51.70592549999128,None,51.70592549999128,None,64.2208862999978,None,None,64.2208862999978,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,2,Images_Faces/O46.jpg,Emil,0,E.,O.,D.,0,0,0,2,0,3,3,3,,,,,,,,,,,,,,,,,6.5,None,,64.7249715999933,None,64.7249715999933,None,64.7249715999933,None,75.23701730000903,None,None,75.23701730000903,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,1,Images_Faces/O45.jpg,Marcus,0,M.,O.,E.,0,0,0,2,0,4,4,2,,,,,,,,,,,,,,,,,3.5,None,,75.75819940000656,None,75.75819940000656,None,75.75819940000656,None,83.25009899999714,None,None,83.25009899999714,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,1,Images_Faces/O47.jpg,Niklas,0,N.,P.,D.,0,0,0,2,0,5,5,4,,,,,,,,,,,,,,,,,3.5,2,1.4896000000007916,83.77125859999796,None,83.77125859999796,None,83.77125859999796,None,91.26293830000213,None,None,91.26293830000213,None,,,,,,,,,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,3,Images_Faces/O44.jpg,Viktor,0,V.,N.,E.,0,0,0,2,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,99.2843353000062,None,None,99.2843353000062,None,1,1.6643875000008848,91.80465959999128,None,91.80465959999128,None,91.80465959999128,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,1,Images_Faces/O45.jpg,Marcus,0,M.,O.,E.,0,0,0,2,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,107.29535200001555,None,None,107.29535200001555,None,3,0.7422025999985635,99.78679109999212,None,99.78679109999212,None,99.78679109999212,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,2,Images_Faces/O46.jpg,Emil,0,E.,O.,D.,0,0,0,2,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,115.30664110000362,None,None,115.30664110000362,None,1,0.6841490999795496,107.79686770000262,None,107.79686770000262,None,107.79686770000262,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,2,Images_Faces/O43.jpg,David,0,D.,N.,F.,0,0,0,2,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,123.31879340001615,None,None,123.31879340001615,None,2,0.5894369999878109,115.80876829999033,None,115.80876829999033,None,115.80876829999033,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
12:18,42:48,encoding_name,1,Images_Faces/O47.jpg,Niklas,0,N.,P.,D.,0,0,0,2,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,131.32944669999415,None,None,131.32944669999415,None,2,0.6052823000063654,123.8388293000171,None,123.8388293000171,None,123.8388293000171,None,,001,2022_Oct_21_1902,Gallery_fMRI,2021.2.3,59.92796658681083,
